Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
AE5755,Won,2024-05-18,,,,,,,,,,,,,,,,0
AE5755,Won,2023-05-18,,,,,,,,,,,,,,,,0
AE5922,Churned,2024-02-28,,,,,,,,,,,,,,,,0
AE5922,Won,2023-02-28,,,,,,,,,,,,,,,,0
AE5993,Won,2024-11-29,2024-11-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AE5993,Won,2025-11-29,2025-11-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
AE6233,Won,2024-11-10,2024-10-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AE6233,Won,2025-11-10,2025-10-14,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
AE6720,Won,2025-06-19,2025-05-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
AE6844,Won,2025-02-26,2025-01-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AE7407,Churned,2025-04-04,2025-03-21,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,9.0,2025.0,1
AE7571,Won,2024-11-25,2024-10-15,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
AE7667,Churned,2025-03-22,2025-02-24,Yes,No,No,No,No,No,No,Yes,No,Yes,Desired to Cancel,No,3.0,2025.0,1
AE7708,Churned,2025-07-24,,,,,,,,,,,,,,,,0
AE7735,Won,2024-08-20,2024-08-01,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,3.0,2024.0,1
AE8061,Won,2025-07-16,2025-06-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AE8207,Won,2025-01-13,2024-12-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
AE8278,Won,2024-04-25,,,,,,,,,,,,,,,,0
AE8278,Won,2023-04-25,,,,,,,,,,,,,,,,0
AE8371,Won,2025-06-22,,,,,,,,,,,,,,,,0
AE8371,Won,2024-06-22,,,,,,,,,,,,,,,,0
AE8371,Won,2023-06-22,,,,,,,,,,,,,,,,0
AE8818,Churned,2023-06-21,,,,,,,,,,,,,,,,0
AE8826,Won,2025-08-13,,,,,,,,,,,,,,,,0
AE8961,Churned,2025-11-16,2025-10-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,12.0,2025.0,1
AE9025,Churned,2025-03-26,2025-03-06,Yes,unknown,unknown,No,No,No,No,No,No,No,Desired to Cancel,No,4.0,2025.0,1
AE9247,Won,2025-06-25,2025-05-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AE9264,Won,2026-01-22,,,,,,,,,,,,,,,,0
AE9291,Won,2024-06-12,2024-05-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
AE9335,Won,2024-12-22,2024-11-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AE9335,Won,2025-12-22,2025-11-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
AE9686,Won,2026-02-12,,,,,,,,,,,,,,,,0
AE9686,Won,2025-02-12,,,,,,,,,,,,,,,,0
AE9686,Won,2024-02-12,,,,,,,,,,,,,,,,0
AE9686,Won,2023-02-12,,,,,,,,,,,,,,,,0
AF0225,Won,2025-05-29,,,,,,,,,,,,,,,,0
AF0225,Won,2024-05-29,,,,,,,,,,,,,,,,0
AF0225,Won,2023-05-29,,,,,,,,,,,,,,,,0
AF0289,Won,2026-02-19,,,,,,,,,,,,,,,,0
AF0296,Won,2024-04-30,2024-04-05,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AF0296,Won,2025-04-30,2025-04-04,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
AF0836,Won,2025-12-24,,,,,,,,,,,,,,,,0
AF1667,Won,2024-11-10,2024-10-15,No,No,No,unknown,unknown,unknown,No,No,No,No,Renewed,Yes,1.0,2024.0,1
AF1969,Won,2024-09-18,2024-09-02,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
AF1971,Won,2025-12-21,2025-11-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AF2042,Won,2026-01-18,2025-12-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AF2553,Won,2025-02-07,,,,,,,,,,,,,,,,0
AF2553,Won,2026-02-07,,,,,,,,,,,,,,,,0
AF2553,Won,2024-02-07,,,,,,,,,,,,,,,,0
AF2553,Won,2023-02-07,,,,,,,,,,,,,,,,0
AF2686,Won,2024-05-15,2024-05-01,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
AF2894,Won,2026-01-31,,,,,,,,,,,,,,,,0
AF2900,Won,2025-01-31,,,,,,,,,,,,,,,,0
AF2900,Won,2026-01-31,,,,,,,,,,,,,,,,0
AF2900,Won,2024-01-31,,,,,,,,,,,,,,,,0
AF2900,Won,2023-01-31,,,,,,,,,,,,,,,,0
AF3164,Won,2024-12-03,2024-11-06,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AF3164,Won,2025-12-03,2025-11-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
AF3408,Won,2025-04-26,,,,,,,,,,,,,,,,0
AF3408,Won,2024-04-26,,,,,,,,,,,,,,,,0
AF3809,Won,2024-05-23,2024-05-09,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
AF4368,Won,2025-12-21,2025-11-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AF4598,Won,2024-05-24,2024-05-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
AF4674,Won,2025-03-13,,,,,,,,,,,,,,,,0
AF4674,Won,2026-03-13,,,,,,,,,,,,,,,,0
AF5076,Won,2025-06-21,,,,,,,,,,,,,,,,0
AF5076,Won,2024-06-21,,,,,,,,,,,,,,,,0
AF5367,Won,2025-04-05,,,,,,,,,,,,,,,,0
AF5367,Won,2024-04-05,,,,,,,,,,,,,,,,0
AF5367,Won,2023-04-05,,,,,,,,,,,,,,,,0
AF5831,Won,2025-12-06,2025-11-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AF5853,Won,2024-09-21,2024-08-28,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AF5853,Won,2025-09-21,2025-08-26,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
AF6271,Won,2025-07-06,,,,,,,,,,,,,,,,0
AF6271,Won,2024-07-06,,,,,,,,,,,,,,,,0
AF6271,Won,2023-07-06,,,,,,,,,,,,,,,,0
AF6341,Churned,2024-03-17,,,,,,,,,,,,,,,,0
AF6539,Churned,2023-11-22,,,,,,,,,,,,,,,,0
AF7087,Won,2025-05-26,2025-04-29,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AF7143,Churned,2025-03-28,2025-03-14,No,unknown,unknown,No,No,No,No,Yes,No,Yes,Not Discussed,No,5.0,2025.0,1
AF7227,Won,2025-12-16,2025-12-02,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
AF7284,Won,2025-04-20,2025-04-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
AF7304,Churned,2024-01-09,,,,,,,,,,,,,,,,0
AF7304,Won,2023-01-09,,,,,,,,,,,,,,,,0
AF7858,Won,2025-09-21,,,,,,,,,,,,,,,,0
AF7858,Won,2024-09-21,,,,,,,,,,,,,,,,0
AF7858,Won,2023-09-21,,,,,,,,,,,,,,,,0
AF7944,Won,2025-05-14,,,,,,,,,,,,,,,,0
AF7944,Won,2024-05-14,,,,,,,,,,,,,,,,0
AF7944,Won,2023-05-14,,,,,,,,,,,,,,,,0
AF8028,Won,2024-11-18,2024-10-22,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
AF8172,Won,2025-06-17,,,,,,,,,,,,,,,,0
AF8172,Won,2024-06-17,,,,,,,,,,,,,,,,0
AF8172,Won,2023-06-17,,,,,,,,,,,,,,,,0
AF8183,Won,2025-02-12,2025-01-27,unknown,No,No,Yes,No,No,No,No,No,No,Renewed,Yes,3.0,2025.0,1
AF8456,Won,2025-05-20,,,,,,,,,,,,,,,,0
AF8456,Won,2024-05-20,,,,,,,,,,,,,,,,0
AF8456,Won,2023-05-20,,,,,,,,,,,,,,,,0
AF8490,Churned,2023-01-26,,,,,,,,,,,,,,,,0
AF8693,Won,2024-11-03,2024-10-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AF8693,Won,2025-11-03,2025-10-07,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,6.0,2025.0,1
AF8982,Churned,2024-06-23,,,,,,,,,,,,,,,,0
AF8982,Won,2023-06-23,,,,,,,,,,,,,,,,0
AF9044,Churned,2023-01-24,,,,,,,,,,,,,,,,0
AF9139,Won,2025-10-13,,,,,,,,,,,,,,,,0
AF9139,Won,2024-10-13,,,,,,,,,,,,,,,,0
AF9139,Won,2023-10-13,,,,,,,,,,,,,,,,0
AF9511,Won,2025-07-26,,,,,,,,,,,,,,,,0
AF9511,Won,2024-07-26,,,,,,,,,,,,,,,,0
AF9511,Won,2023-07-26,,,,,,,,,,,,,,,,0
AF9526,Churned,2023-02-07,,,,,,,,,,,,,,,,0
AF9548,Won,2024-06-12,2024-05-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
AF9548,Won,2025-06-12,2025-05-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
AF9618,Churned,2023-10-18,,,,,,,,,,,,,,,,0
AF9805,Churned,2023-10-13,,,,,,,,,,,,,,,,0
AF9856,Churned,2024-03-06,,,,,,,,,,,,,,,,0
AF9856,Won,2023-03-06,,,,,,,,,,,,,,,,0
AG0181,Won,2026-03-10,,,,,,,,,,,,,,,,0
AG0181,Won,2025-03-10,,,,,,,,,,,,,,,,0
AG0181,Won,2024-03-10,,,,,,,,,,,,,,,,0
AG0181,Won,2023-03-10,,,,,,,,,,,,,,,,0
AG0927,Won,2025-01-09,2024-12-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG0927,Won,2026-01-09,2025-12-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AG1011,Won,2026-01-05,2025-12-09,No,No,No,No,Yes,No,No,No,No,Yes,Desired to Cancel,No,2.0,2025.0,1
AG1051,Churned,2023-10-12,,,,,,,,,,,,,,,,0
AG1723,Won,2025-06-20,2025-05-28,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AG2246,Won,2025-10-08,,,,,,,,,,,,,,,,0
AG2246,Won,2024-10-08,,,,,,,,,,,,,,,,0
AG2246,Won,2023-10-08,,,,,,,,,,,,,,,,0
AG2468,Churned,2025-10-10,,,,,,,,,,,,,,,,0
AG2468,Won,2024-10-10,,,,,,,,,,,,,,,,0
AG2468,Won,2023-10-10,,,,,,,,,,,,,,,,0
AG2757,Won,2024-06-14,2024-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG2870,Won,2025-02-15,2025-01-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AG3023,Won,2025-05-31,,,,,,,,,,,,,,,,0
AG3075,Won,2025-07-29,,,,,,,,,,,,,,,,0
AG3075,Won,2024-07-29,,,,,,,,,,,,,,,,0
AG3075,Won,2023-07-29,,,,,,,,,,,,,,,,0
AG3441,Churned,2023-05-29,,,,,,,,,,,,,,,,0
AG3503,Won,2024-11-25,,,,,,,,,,,,,,,,0
AG3503,Won,2025-11-25,,,,,,,,,,,,,,,,0
AG3503,Won,2023-11-25,,,,,,,,,,,,,,,,0
AG3828,Won,2024-06-28,2024-06-07,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,3.0,2024.0,1
AG3866,Won,2025-10-21,,,,,,,,,,,,,,,,0
AG3978,Churned,2023-06-06,,,,,,,,,,,,,,,,0
AG4578,Won,2024-05-22,2024-04-25,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
AG4629,Churned,2023-07-12,,,,,,,,,,,,,,,,0
AG4875,Won,2024-11-06,,,,,,,,,,,,,,,,0
AG4875,Won,2025-11-06,,,,,,,,,,,,,,,,0
AG4875,Won,2023-11-06,,,,,,,,,,,,,,,,0
AG4897,Won,2024-10-11,2024-09-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG4971,Won,2025-03-04,2025-02-11,No,No,No,No,No,Yes,No,No,No,Yes,Renewed,Yes,1.0,2025.0,1
AG4971,Won,2026-03-04,2026-02-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2026.0,1
AG4986,Won,2025-09-11,2025-08-18,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AG5175,Won,2024-07-27,2024-07-02,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,2.0,2024.0,1
AG5519,Won,2024-10-04,2024-09-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG5729,Won,2024-08-10,2024-07-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
AG5729,Won,2025-08-10,2025-07-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
AG5956,Won,2024-10-14,2024-09-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG6044,Churned,2023-02-25,,,,,,,,,,,,,,,,0
AG6396,Won,2025-04-01,,,,,,,,,,,,,,,,0
AG6396,Won,2024-04-01,,,,,,,,,,,,,,,,0
AG6396,Won,2023-04-01,,,,,,,,,,,,,,,,0
AG6731,Won,2025-11-06,,,,,,,,,,,,,,,,0
AG6731,Won,2024-11-06,,,,,,,,,,,,,,,,0
AG6811,Won,2025-02-06,2025-01-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AG7281,Won,2024-12-18,,,,,,,,,,,,,,,,0
AG7281,Won,2025-12-18,,,,,,,,,,,,,,,,0
AG7281,Won,2023-12-18,,,,,,,,,,,,,,,,0
AG7545,Won,2025-08-27,2025-07-31,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AG7687,Won,2024-05-03,2024-04-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG7687,Won,2025-05-03,2025-04-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,10.0,2025.0,1
AG7743,Won,2025-12-13,,,,,,,,,,,,,,,,0
AG8127,Won,2024-04-25,2024-04-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG8127,Won,2025-04-25,2025-03-31,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
AG8323,Won,2025-02-06,2025-01-13,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
AG8485,Churned,2023-02-15,,,,,,,,,,,,,,,,0
AG8811,Churned,2023-10-28,,,,,,,,,,,,,,,,0
AG8867,Won,2025-11-26,,,,,,,,,,,,,,,,0
AG8867,Won,2024-11-26,,,,,,,,,,,,,,,,0
AG8867,Won,2023-11-26,,,,,,,,,,,,,,,,0
AG8873,Won,2025-04-09,2025-03-13,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AG8995,Churned,2023-06-07,,,,,,,,,,,,,,,,0
AG9655,Won,2024-09-01,2024-08-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AG9655,Won,2025-09-01,2025-08-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
AG9777,Won,2026-03-03,,,,,,,,,,,,,,,,0
AG9946,Won,2026-03-05,2026-01-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
AH0067,Won,2024-12-07,,,,,,,,,,,,,,,,0
AH0067,Won,2025-12-07,,,,,,,,,,,,,,,,0
AH0067,Won,2023-12-07,,,,,,,,,,,,,,,,0
AH0327,Churned,2023-04-11,,,,,,,,,,,,,,,,0
AH0436,Churned,2023-10-06,,,,,,,,,,,,,,,,0
AH0475,Won,2024-08-30,2024-08-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2024.0,1
AH0530,Won,2024-10-31,2024-10-04,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
AH0530,Won,2025-10-31,2025-10-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
AH0535,Won,2024-10-15,2024-09-18,No,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,2.0,2024.0,1
AH0613,Churned,2023-03-15,,,,,,,,,,,,,,,,0
AH0741,Won,2025-05-25,,,,,,,,,,,,,,,,0
AH0741,Won,2024-05-25,,,,,,,,,,,,,,,,0
AH0741,Won,2023-05-25,,,,,,,,,,,,,,,,0
AH0860,Won,2025-05-25,2025-04-28,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
AH1089,Won,2024-09-22,2024-08-12,No,No,Yes,No,No,No,No,No,No,No,Renewed,Yes,5.0,2024.0,1
AH1180,Churned,2023-05-23,,,,,,,,,,,,,,,,0
AH1272,Churned,2024-11-11,,,,,,,,,,,,,,,,0
AH1272,Won,2023-11-11,,,,,,,,,,,,,,,,0
AH1499,Won,2025-03-14,2025-02-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AH1722,Won,2025-09-05,,,,,,,,,,,,,,,,0
AH1806,Won,2024-09-27,2024-09-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AH2114,Won,2026-03-23,,,,,,,,,,,,,,,,0
AH2114,Won,2025-03-23,,,,,,,,,,,,,,,,0
AH2114,Won,2024-03-23,,,,,,,,,,,,,,,,0
AH2114,Won,2023-03-23,,,,,,,,,,,,,,,,0
AH2167,Churned,2023-06-15,,,,,,,,,,,,,,,,0
AH2284,Won,2024-05-22,2024-04-24,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
AH2523,Won,2025-11-25,2025-10-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AH2541,Won,2025-07-03,,,,,,,,,,,,,,,,0
AH2541,Won,2024-07-03,,,,,,,,,,,,,,,,0
AH2607,Churned,2023-10-18,,,,,,,,,,,,,,,,0
AH2822,Churned,2025-08-08,2025-07-25,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,4.0,2025.0,1
AH3239,Won,2024-07-19,2024-07-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AH3239,Won,2025-07-19,2025-07-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,6.0,2025.0,1
AH3521,Churned,2023-10-29,,,,,,,,,,,,,,,,0
AH3544,Won,2025-02-16,2025-01-20,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AH3842,Churned,2024-06-15,2024-05-20,Yes,No,No,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
AH4514,Won,2025-04-14,2025-03-27,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
AH4582,Won,2024-06-10,,,,,,,,,,,,,,,,0
AH4582,Won,2025-06-10,,,,,,,,,,,,,,,,0
AH4582,Won,2023-06-10,,,,,,,,,,,,,,,,0
AH4934,Won,2025-05-31,,,,,,,,,,,,,,,,0
AH4934,Won,2024-05-31,,,,,,,,,,,,,,,,0
AH4934,Won,2023-05-31,,,,,,,,,,,,,,,,0
AH5278,Won,2025-05-09,,,,,,,,,,,,,,,,0
AH5344,Churned,2023-11-24,,,,,,,,,,,,,,,,0
AH5391,Won,2025-07-21,,,,,,,,,,,,,,,,0
AH5391,Won,2024-07-21,,,,,,,,,,,,,,,,0
AH5391,Won,2023-07-21,,,,,,,,,,,,,,,,0
AH5460,Won,2025-12-06,2025-11-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
AH5562,Churned,2025-07-28,,,,,,,,,,,,,,,,0
AH5562,Won,2024-07-28,,,,,,,,,,,,,,,,0
AH5562,Won,2023-07-28,,,,,,,,,,,,,,,,0
AH5637,Churned,2023-07-02,,,,,,,,,,,,,,,,0
AH5733,Won,2025-08-26,,,,,,,,,,,,,,,,0
AH5733,Won,2024-08-26,,,,,,,,,,,,,,,,0
AH5733,Won,2023-08-26,,,,,,,,,,,,,,,,0
AH5736,Won,2025-01-24,2025-01-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AH5736,Won,2026-01-24,2026-01-06,No,No,No,No,unknown,unknown,No,No,No,No,Not Discussed,No,2.0,2026.0,1
AH5743,Won,2025-12-06,,,,,,,,,,,,,,,,0
AH5743,Won,2024-12-06,,,,,,,,,,,,,,,,0
AH5743,Won,2023-12-06,,,,,,,,,,,,,,,,0
AH6048,Churned,2026-01-10,,,,,,,,,,,,,,,,0
AH6347,Won,2024-09-21,2024-08-09,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2024.0,1
AH6347,Won,2025-09-21,2025-09-01,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
AH6705,Churned,2023-02-11,,,,,,,,,,,,,,,,0
AH6881,Churned,2023-02-08,,,,,,,,,,,,,,,,0
AH7064,Won,2024-12-13,2024-11-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
AH7064,Won,2025-12-13,2025-11-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
AH7303,Won,2025-03-30,2025-03-07,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
AH7592,Won,2025-08-22,,,,,,,,,,,,,,,,0
AH7592,Won,2024-08-22,,,,,,,,,,,,,,,,0
AH7628,Won,2025-02-21,,,,,,,,,,,,,,,,0
AH7628,Won,2026-02-21,,,,,,,,,,,,,,,,0
AH7628,Won,2024-02-21,,,,,,,,,,,,,,,,0
AH7628,Won,2023-02-21,,,,,,,,,,,,,,,,0
AH8020,Won,2024-11-13,,,,,,,,,,,,,,,,0
AH8020,Won,2025-11-13,,,,,,,,,,,,,,,,0
AH8020,Won,2023-11-13,,,,,,,,,,,,,,,,0
AH8259,Won,2024-07-06,,,,,,,,,,,,,,,,0
AH8259,Won,2025-07-06,,,,,,,,,,,,,,,,0
AH8259,Won,2023-07-06,,,,,,,,,,,,,,,,0
AH8498,Churned,2023-07-31,,,,,,,,,,,,,,,,0
AH8535,Won,2025-07-26,,,,,,,,,,,,,,,,0
AH8535,Won,2024-07-26,,,,,,,,,,,,,,,,0
AH8535,Won,2023-07-26,,,,,,,,,,,,,,,,0
AH8835,Churned,2023-09-28,,,,,,,,,,,,,,,,0
AH8940,Won,2025-10-02,,,,,,,,,,,,,,,,0
AH8976,Won,2025-02-26,,,,,,,,,,,,,,,,0
AH8976,Won,2026-02-26,,,,,,,,,,,,,,,,0
AH8976,Won,2024-02-26,,,,,,,,,,,,,,,,0
AH8976,Won,2023-02-26,,,,,,,,,,,,,,,,0
AH9172,Won,2024-02-26,,,,,,,,,,,,,,,,0
AH9172,Won,2026-02-26,,,,,,,,,,,,,,,,0
AH9172,Won,2025-02-26,,,,,,,,,,,,,,,,0
AH9172,Won,2023-02-26,,,,,,,,,,,,,,,,0
AH9215,Churned,2023-05-14,,,,,,,,,,,,,,,,0
AH9285,Churned,2023-02-12,,,,,,,,,,,,,,,,0
AH9811,Won,2025-09-12,,,,,,,,,,,,,,,,0
AH9874,Won,2024-06-14,2024-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AH9874,Won,2025-06-14,2025-05-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AI0111,Won,2025-12-23,2025-12-03,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AI0168,Won,2025-04-19,2025-03-24,No,unknown,unknown,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AI0358,Won,2025-03-14,,,,,,,,,,,,,,,,0
AI0358,Won,2024-03-14,,,,,,,,,,,,,,,,0
AI0471,Won,2026-01-31,,,,,,,,,,,,,,,,0
AI1272,Won,2026-03-28,,,,,,,,,,,,,,,,0
AI1272,Won,2025-03-28,,,,,,,,,,,,,,,,0
AI1272,Won,2024-03-28,,,,,,,,,,,,,,,,0
AI1272,Won,2023-03-28,,,,,,,,,,,,,,,,0
AI1373,Won,2026-03-10,,,,,,,,,,,,,,,,0
AI1458,Won,2024-10-25,2024-09-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
AI1458,Won,2025-10-25,2025-09-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
AI2012,Won,2025-05-11,2025-04-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
AI2126,Won,2024-12-05,,,,,,,,,,,,,,,,0
AI2126,Won,2025-12-05,,,,,,,,,,,,,,,,0
AI2126,Won,2023-12-05,,,,,,,,,,,,,,,,0
AI2515,Churned,2023-10-28,,,,,,,,,,,,,,,,0
AI2605,Won,2025-11-12,2025-10-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
AI3241,Won,2025-08-22,,,,,,,,,,,,,,,,0
AI3278,Won,2023-05-09,,,,,,,,,,,,,,,,0
AI3463,Churned,2023-10-26,,,,,,,,,,,,,,,,0
AI3573,Churned,2025-10-20,,,,,,,,,,,,,,,,0
AI3756,Won,2025-05-07,2025-04-23,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
AI4079,Won,2024-12-08,2024-11-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
AI4079,Won,2025-12-08,2025-11-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,9.0,2025.0,1
AI4931,Won,2025-11-15,2025-10-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
AI5084,Won,2025-05-16,2025-05-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,14.0,2025.0,1
AI5460,Won,2024-12-03,2024-11-06,Yes,No,Yes,unknown,unknown,unknown,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
AI5518,Won,2024-12-11,,,,,,,,,,,,,,,,0
AI5518,Won,2025-12-11,,,,,,,,,,,,,,,,0
AI5518,Won,2023-12-11,,,,,,,,,,,,,,,,0
AI5603,Won,2026-01-17,,,,,,,,,,,,,,,,0
AI5603,Won,2025-01-17,,,,,,,,,,,,,,,,0
AI5603,Won,2024-01-17,,,,,,,,,,,,,,,,0
AI5603,Won,2023-01-17,,,,,,,,,,,,,,,,0
AI5826,Won,2024-10-19,2024-09-20,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
