Co_Ref,Prospect_Outcome,Prospect_Renewal_Date,Call_Date,Membership_Renewal_Decision,Serious_Complaint,Other_Complaint,Discussion_on_Price_Increase,Renewal_Impact_Due_to_Price_Increase,Discount_or_Waiver_Requested,Call_Reschedule_Request,Explicit_Competitor_Mention,Explicit_Switching_Intent,Mentioned_Competitors,Desire_To_Cancel,Discount_Offered,Call_Number,call_year,rc_flag
IS8334,Won,2025-01-10,,,,,,,,,,,,,,,,0
IS8334,Won,2026-01-10,,,,,,,,,,,,,,,,0
IS8334,Won,2024-01-10,,,,,,,,,,,,,,,,0
IS8340,Churned,2024-08-29,,,,,,,,,,,,,,,,0
IS8439,Churned,2023-05-31,,,,,,,,,,,,,,,,0
IS8602,Won,2025-09-07,2025-08-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IS8838,Won,2025-09-08,,,,,,,,,,,,,,,,0
IS8838,Won,2024-09-08,,,,,,,,,,,,,,,,0
IS9182,Won,2024-10-19,2024-09-24,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2024.0,1
IS9182,Won,2025-10-19,2025-09-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IS9226,Won,2025-02-24,2025-01-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IS9296,Won,2025-08-01,,,,,,,,,,,,,,,,0
IS9296,Won,2024-08-01,,,,,,,,,,,,,,,,0
IS9296,Won,2023-08-01,,,,,,,,,,,,,,,,0
IS9305,Won,2025-09-24,2025-09-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IS9579,Won,2025-10-24,2025-10-08,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IS9632,Churned,2023-07-03,,,,,,,,,,,,,,,,0
IS9650,Won,2025-03-31,,,,,,,,,,,,,,,,0
IS9650,Won,2026-03-31,,,,,,,,,,,,,,,,0
IS9650,Won,2024-03-31,,,,,,,,,,,,,,,,0
IS9650,Won,2023-03-31,,,,,,,,,,,,,,,,0
IS9889,Won,2025-10-22,2025-09-24,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IT0018,Churned,2025-02-13,,,,,,,,,,,,,,,,0
IT0018,Won,2024-02-13,,,,,,,,,,,,,,,,0
IT0128,Won,2025-09-29,2025-08-18,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IT0367,Won,2025-04-07,,,,,,,,,,,,,,,,0
IT0367,Won,2024-04-07,,,,,,,,,,,,,,,,0
IT0367,Won,2023-04-07,,,,,,,,,,,,,,,,0
IT0890,Churned,2026-03-27,,,,,,,,,,,,,,,,0
IT1045,Won,2025-01-06,2024-12-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IT1045,Won,2026-01-06,2025-12-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IT1149,Won,2025-11-21,2025-10-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IT1235,Won,2024-06-03,,,,,,,,,,,,,,,,0
IT1235,Won,2025-06-03,,,,,,,,,,,,,,,,0
IT1235,Won,2023-06-03,,,,,,,,,,,,,,,,0
IT1432,Won,2026-01-07,,,,,,,,,,,,,,,,0
IT1562,Won,2025-01-07,,,,,,,,,,,,,,,,0
IT1562,Won,2026-01-07,,,,,,,,,,,,,,,,0
IT1562,Won,2024-01-07,,,,,,,,,,,,,,,,0
IT1562,Won,2023-01-07,,,,,,,,,,,,,,,,0
IT1801,Won,2026-02-28,2026-02-10,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2026.0,1
IT2019,Won,2025-01-06,2024-12-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
IT2050,Won,2024-07-10,2024-06-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IT2148,Churned,2024-06-12,2024-05-16,Yes,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
IT2279,Won,2025-02-23,,,,,,,,,,,,,,,,0
IT2279,Won,2026-02-23,,,,,,,,,,,,,,,,0
IT2279,Won,2024-02-23,,,,,,,,,,,,,,,,0
IT2279,Won,2023-02-23,,,,,,,,,,,,,,,,0
IT2346,Churned,2024-11-03,2024-10-09,Yes,unknown,unknown,No,No,No,No,No,No,No,Desired to Cancel,No,1.0,2024.0,1
IT2412,Won,2024-11-10,2024-10-14,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Renewed,No,1.0,2024.0,1
IT2418,Churned,2023-11-22,,,,,,,,,,,,,,,,0
IT2518,Churned,2023-06-04,,,,,,,,,,,,,,,,0
IT2584,Won,2024-09-12,2024-08-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
IT2769,Won,2024-07-06,,,,,,,,,,,,,,,,0
IT2794,Won,2025-03-29,,,,,,,,,,,,,,,,0
IT2794,Won,2026-03-29,,,,,,,,,,,,,,,,0
IT2794,Won,2024-03-29,,,,,,,,,,,,,,,,0
IT2863,Won,2024-07-28,2024-07-11,No,No,No,No,No,No,No,No,No,No,Renewed,Yes,1.0,2024.0,1
IT2907,Won,2024-11-15,2024-10-23,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Desired to Cancel,No,1.0,2024.0,1
IT2907,Won,2026-01-15,2025-12-01,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Desired to Cancel,Yes,7.0,2025.0,1
IT2996,Won,2025-08-28,2025-08-01,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
IT3204,Churned,2023-04-11,,,,,,,,,,,,,,,,0
IT3235,Won,2025-01-09,,,,,,,,,,,,,,,,0
IT3235,Won,2026-01-09,,,,,,,,,,,,,,,,0
IT3235,Won,2024-01-09,,,,,,,,,,,,,,,,0
IT3235,Won,2023-01-09,,,,,,,,,,,,,,,,0
IT3594,Won,2025-04-11,2025-03-18,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
IT3951,Churned,2023-04-20,,,,,,,,,,,,,,,,0
IT4228,Won,2025-08-16,,,,,,,,,,,,,,,,0
IT4591,Won,2025-11-13,,,,,,,,,,,,,,,,0
IT4591,Won,2024-11-13,,,,,,,,,,,,,,,,0
IT4591,Won,2023-11-13,,,,,,,,,,,,,,,,0
IT4908,Won,2025-03-14,,,,,,,,,,,,,,,,0
IT4908,Won,2026-03-14,,,,,,,,,,,,,,,,0
IT4908,Won,2024-03-14,,,,,,,,,,,,,,,,0
IT4908,Won,2023-03-14,,,,,,,,,,,,,,,,0
IT5023,Won,2024-05-16,2024-04-19,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
IT5023,Won,2025-05-16,2025-04-23,unknown,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
IT5287,Won,2025-01-21,,,,,,,,,,,,,,,,0
IT5287,Won,2026-01-21,,,,,,,,,,,,,,,,0
IT5287,Won,2024-01-21,,,,,,,,,,,,,,,,0
IT5287,Won,2023-01-21,,,,,,,,,,,,,,,,0
IT5300,Won,2026-01-22,,,,,,,,,,,,,,,,0
IT6062,Won,2024-05-26,2024-05-02,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
IT6062,Churned,2025-05-26,2025-04-29,Yes,No,No,No,Yes,No,No,No,No,No,Desired to Cancel,Yes,2.0,2025.0,1
IT6094,Churned,2025-09-30,2025-09-05,Yes,No,No,No,Yes,No,No,No,No,Yes,Desired to Cancel,No,3.0,2025.0,1
IT6170,Won,2024-05-15,2024-04-17,No,No,Yes,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
IT6304,Won,2025-02-15,2025-01-20,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IT6420,Won,2024-07-28,2024-07-03,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
IT6876,Won,2025-04-11,,,,,,,,,,,,,,,,0
IT7155,Churned,2023-06-13,,,,,,,,,,,,,,,,0
IT7297,Won,2024-06-26,2024-06-03,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IT7297,Won,2025-06-26,2025-05-30,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IT7422,Won,2025-08-11,,,,,,,,,,,,,,,,0
IT7422,Won,2024-08-11,,,,,,,,,,,,,,,,0
IT7422,Won,2023-08-11,,,,,,,,,,,,,,,,0
IT7546,Won,2025-06-25,2025-05-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,7.0,2025.0,1
IT7775,Won,2024-06-08,2024-05-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IT7812,Won,2025-04-27,2025-03-31,No,unknown,unknown,No,No,No,No,No,No,No,Not Discussed,No,5.0,2025.0,1
IT8189,Won,2025-06-19,,,,,,,,,,,,,,,,0
IT8189,Won,2024-06-19,,,,,,,,,,,,,,,,0
IT8189,Won,2023-06-19,,,,,,,,,,,,,,,,0
IT8211,Won,2024-08-24,2024-07-29,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IT8426,Won,2025-07-18,2025-07-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
IT8797,Won,2025-11-30,2025-11-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IT8867,Churned,2023-12-01,,,,,,,,,,,,,,,,0
IT8928,Won,2025-12-01,2025-11-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IT9005,Churned,2024-04-18,,,,,,,,,,,,,,,,0
IT9096,Churned,2023-09-20,,,,,,,,,,,,,,,,0
IT9136,Churned,2024-06-17,,,,,,,,,,,,,,,,0
IT9136,Won,2023-06-17,,,,,,,,,,,,,,,,0
IT9189,Won,2025-02-14,2025-01-31,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IT9449,Won,2024-07-30,2024-07-03,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
IT9672,Won,2026-02-25,,,,,,,,,,,,,,,,0
IT9812,Won,2024-07-12,,,,,,,,,,,,,,,,0
IT9812,Won,2025-07-12,,,,,,,,,,,,,,,,0
IT9812,Won,2023-07-12,,,,,,,,,,,,,,,,0
IU0246,Won,2025-06-15,,,,,,,,,,,,,,,,0
IU0246,Won,2024-06-15,,,,,,,,,,,,,,,,0
IU0344,Won,2026-01-02,,,,,,,,,,,,,,,,0
IU0527,Won,2025-10-20,,,,,,,,,,,,,,,,0
IU0527,Won,2024-10-20,,,,,,,,,,,,,,,,0
IU0527,Won,2023-10-20,,,,,,,,,,,,,,,,0
IU0592,Won,2024-10-14,2024-09-17,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
IU0592,Won,2025-10-14,2025-09-17,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IU0733,Won,2025-10-11,2025-09-15,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,Yes,1.0,2025.0,1
IU0910,Won,2025-06-01,,,,,,,,,,,,,,,,0
IU0910,Won,2024-06-01,,,,,,,,,,,,,,,,0
IU1255,Won,2025-03-29,,,,,,,,,,,,,,,,0
IU1255,Won,2024-03-29,,,,,,,,,,,,,,,,0
IU1255,Won,2023-03-29,,,,,,,,,,,,,,,,0
IU1600,Won,2025-08-05,2025-07-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IU1655,Churned,2023-12-12,,,,,,,,,,,,,,,,0
IU1890,Won,2025-10-05,,,,,,,,,,,,,,,,0
IU1890,Won,2024-10-05,,,,,,,,,,,,,,,,0
IU1890,Won,2023-10-05,,,,,,,,,,,,,,,,0
IU2057,Churned,2023-09-09,,,,,,,,,,,,,,,,0
IU2078,Won,2024-04-27,2024-04-03,No,No,No,No,No,No,No,No,No,Yes,Renewed,No,1.0,2024.0,1
IU2078,Won,2025-04-27,2025-04-02,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IU2186,Won,2025-01-25,2025-01-06,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IU2297,Won,2024-05-07,2024-04-10,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU2493,Won,2025-06-13,,,,,,,,,,,,,,,,0
IU2493,Won,2024-06-13,,,,,,,,,,,,,,,,0
IU2493,Won,2023-06-13,,,,,,,,,,,,,,,,0
IU2565,Won,2024-04-25,2024-04-05,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2024.0,1
IU2565,Won,2025-04-25,2025-04-11,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,12.0,2025.0,1
IU2627,Won,2025-02-14,2025-01-16,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IU2697,Churned,2024-07-29,,,,,,,,,,,,,,,,0
IU2697,Won,2023-07-29,,,,,,,,,,,,,,,,0
IU2812,Won,2025-02-14,2025-01-20,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IU2812,Won,2026-02-14,2026-01-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2026.0,1
IU3034,Won,2025-08-04,,,,,,,,,,,,,,,,0
IU3034,Won,2024-08-04,,,,,,,,,,,,,,,,0
IU3034,Won,2023-08-04,,,,,,,,,,,,,,,,0
IU3213,Churned,2023-03-04,,,,,,,,,,,,,,,,0
IU3260,Won,2024-07-18,2024-07-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU3645,Won,2024-11-21,2024-10-25,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU3645,Won,2025-11-21,2025-10-27,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IU3751,Won,2025-02-05,2025-01-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IU3905,Won,2024-10-03,2024-09-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
IU3930,Won,2024-03-11,,,,,,,,,,,,,,,,0
IU3930,Won,2025-03-11,,,,,,,,,,,,,,,,0
IU3930,Won,2026-03-11,,,,,,,,,,,,,,,,0
IU3930,Won,2023-03-11,,,,,,,,,,,,,,,,0
IU4114,Won,2025-09-14,,,,,,,,,,,,,,,,0
IU4114,Won,2024-09-14,,,,,,,,,,,,,,,,0
IU4114,Won,2023-09-14,,,,,,,,,,,,,,,,0
IU4116,Won,2025-01-11,2024-12-16,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU4116,Won,2026-01-11,2025-12-16,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IU4134,Won,2025-10-04,,,,,,,,,,,,,,,,0
IU4172,Won,2025-12-17,,,,,,,,,,,,,,,,0
IU4172,Won,2024-12-17,,,,,,,,,,,,,,,,0
IU4172,Won,2023-12-17,,,,,,,,,,,,,,,,0
IU4468,Won,2025-05-21,2025-05-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
IU4801,Churned,2023-10-20,,,,,,,,,,,,,,,,0
IU5070,Won,2025-07-18,2025-06-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IU5251,Churned,2023-02-15,,,,,,,,,,,,,,,,0
IU5351,Churned,2025-02-28,,,,,,,,,,,,,,,,0
IU5663,Won,2026-04-20,,,,,,,,,,,,,,,,0
IU5663,Won,2025-04-20,,,,,,,,,,,,,,,,0
IU5663,Won,2024-04-20,,,,,,,,,,,,,,,,0
IU5663,Won,2023-04-20,,,,,,,,,,,,,,,,0
IU6026,Churned,2023-06-04,,,,,,,,,,,,,,,,0
IU6068,Won,2025-08-15,,,,,,,,,,,,,,,,0
IU6068,Won,2024-08-15,,,,,,,,,,,,,,,,0
IU6141,Won,2025-10-13,,,,,,,,,,,,,,,,0
IU6141,Won,2024-10-13,,,,,,,,,,,,,,,,0
IU6141,Won,2023-10-13,,,,,,,,,,,,,,,,0
IU6195,Churned,2023-04-27,,,,,,,,,,,,,,,,0
IU7088,Churned,2023-11-28,,,,,,,,,,,,,,,,0
IU7212,Churned,2023-05-03,,,,,,,,,,,,,,,,0
IU7221,Won,2026-02-28,2026-02-10,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,6.0,2026.0,1
IU7463,Won,2024-12-17,,,,,,,,,,,,,,,,0
IU7463,Won,2025-12-17,,,,,,,,,,,,,,,,0
IU7463,Won,2023-12-17,,,,,,,,,,,,,,,,0
IU8103,Churned,2023-11-04,,,,,,,,,,,,,,,,0
IU8261,Won,2025-11-22,,,,,,,,,,,,,,,,0
IU8261,Won,2024-11-22,,,,,,,,,,,,,,,,0
IU8261,Won,2023-11-22,,,,,,,,,,,,,,,,0
IU8443,Churned,2023-04-29,,,,,,,,,,,,,,,,0
IU8770,Won,2024-09-18,2024-09-04,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
IU8809,Won,2024-12-09,2024-11-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU8809,Won,2025-12-09,2025-11-13,Yes,No,No,No,No,No,No,No,No,No,Not Discussed,No,3.0,2025.0,1
IU9060,Won,2025-08-31,2025-08-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IU9239,Won,2025-10-05,,,,,,,,,,,,,,,,0
IU9239,Won,2024-10-05,,,,,,,,,,,,,,,,0
IU9239,Won,2023-10-05,,,,,,,,,,,,,,,,0
IU9329,Won,2024-11-07,2024-10-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU9329,Won,2025-11-07,2025-10-21,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IU9726,Won,2024-09-13,2024-08-30,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IU9938,Won,2025-07-29,,,,,,,,,,,,,,,,0
IV0089,Won,2025-06-30,2025-06-03,unknown,No,Yes,Yes,No,Yes,No,No,No,No,Renewed,Yes,2.0,2025.0,1
IV0576,Won,2025-07-16,2025-06-19,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IV1523,Won,2024-09-28,2024-08-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
IV1523,Won,2025-09-28,2025-09-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2025.0,1
IV2107,Won,2025-06-06,,,,,,,,,,,,,,,,0
IV2117,Won,2025-03-05,,,,,,,,,,,,,,,,0
IV2117,Won,2026-03-05,,,,,,,,,,,,,,,,0
IV2117,Won,2024-03-05,,,,,,,,,,,,,,,,0
IV2117,Won,2023-03-05,,,,,,,,,,,,,,,,0
IV2470,Churned,2024-03-03,,,,,,,,,,,,,,,,0
IV2470,Won,2023-03-03,,,,,,,,,,,,,,,,0
IV2727,Won,2025-08-10,2025-07-14,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IV2758,Won,2026-01-22,2026-01-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2026.0,1
IV2896,Won,2025-06-22,,,,,,,,,,,,,,,,0
IV2896,Won,2024-06-22,,,,,,,,,,,,,,,,0
IV2910,Won,2024-08-03,2024-07-08,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IV2910,Won,2025-08-03,2025-07-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IV2985,Won,2024-09-18,2024-08-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IV3111,Won,2025-05-10,,,,,,,,,,,,,,,,0
IV3111,Won,2024-05-10,,,,,,,,,,,,,,,,0
IV3111,Won,2023-05-10,,,,,,,,,,,,,,,,0
IV3221,Won,2025-03-22,2025-03-05,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Renewed,No,2.0,2025.0,1
IV3445,Churned,2023-12-22,,,,,,,,,,,,,,,,0
IV3789,Won,2024-11-29,2024-11-15,No,No,Yes,Yes,No,No,No,No,No,Yes,Renewed,Yes,1.0,2024.0,1
IV3957,Won,2025-06-14,,,,,,,,,,,,,,,,0
IV3957,Won,2024-06-14,,,,,,,,,,,,,,,,0
IV3957,Won,2023-06-14,,,,,,,,,,,,,,,,0
IV4163,Won,2025-10-19,2025-09-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IV4293,Won,2025-03-11,,,,,,,,,,,,,,,,0
IV4293,Churned,2026-03-11,,,,,,,,,,,,,,,,0
IV5338,Won,2026-01-19,2025-12-23,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IV5516,Won,2026-01-16,2025-12-22,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IV5614,Won,2024-05-23,2024-04-08,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IV5614,Churned,2025-05-23,2025-05-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IV5796,Churned,2025-10-26,2025-09-29,No,No,No,No,No,No,No,No,No,No,Renewed,No,5.0,2025.0,1
IV6113,Churned,2024-01-31,,,,,,,,,,,,,,,,0
IV6113,Won,2023-01-31,,,,,,,,,,,,,,,,0
IV6353,Won,2026-01-07,2025-12-11,No,No,Yes,No,No,No,No,No,No,Yes,Renewed,No,1.0,2025.0,1
IV6385,Won,2025-10-31,2025-10-15,No,No,No,No,No,No,No,No,No,No,Renewed,No,9.0,2025.0,1
IV6393,Churned,2023-09-05,,,,,,,,,,,,,,,,0
IV6896,Won,2024-06-17,2024-05-09,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2024.0,1
IV7188,Won,2026-02-16,,,,,,,,,,,,,,,,0
IV7188,Won,2025-02-16,,,,,,,,,,,,,,,,0
IV7188,Won,2024-02-16,,,,,,,,,,,,,,,,0
IV7188,Won,2023-02-16,,,,,,,,,,,,,,,,0
IV7507,Won,2025-02-27,,,,,,,,,,,,,,,,0
IV7507,Won,2026-02-27,,,,,,,,,,,,,,,,0
IV7507,Won,2024-02-27,,,,,,,,,,,,,,,,0
IV7507,Churned,2023-02-27,,,,,,,,,,,,,,,,0
IV7613,Won,2025-05-01,,,,,,,,,,,,,,,,0
IV7613,Won,2024-05-01,,,,,,,,,,,,,,,,0
IV7613,Won,2023-05-01,,,,,,,,,,,,,,,,0
IV7713,Won,2025-07-26,2025-07-03,No,No,Yes,Yes,No,No,No,No,No,Yes,Desired to Cancel,No,2.0,2025.0,1
IV7728,Won,2025-06-16,2025-05-21,No,No,Yes,No,No,No,No,No,No,No,Renewed,No,3.0,2025.0,1
IV7748,Won,2025-09-15,2025-08-19,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IV8181,Won,2025-03-08,2025-02-11,No,No,No,No,No,No,No,No,No,No,Renewed,No,1.0,2025.0,1
IV8206,Churned,2024-09-18,,,,,,,,,,,,,,,,0
IV8206,Won,2023-09-18,,,,,,,,,,,,,,,,0
IV8259,Churned,2023-11-24,,,,,,,,,,,,,,,,0
IV8434,Won,2024-05-06,2024-04-09,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2024.0,1
IV8434,Won,2025-05-06,2025-04-09,unknown,No,Yes,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IV8480,Won,2024-12-15,,,,,,,,,,,,,,,,0
IV8480,Won,2025-12-15,,,,,,,,,,,,,,,,0
IV8480,Won,2023-12-15,,,,,,,,,,,,,,,,0
IV8808,Won,2025-09-09,,,,,,,,,,,,,,,,0
IV8808,Won,2024-09-09,,,,,,,,,,,,,,,,0
IV8808,Won,2023-09-09,,,,,,,,,,,,,,,,0
IV9047,Won,2025-07-08,,,,,,,,,,,,,,,,0
IV9047,Won,2024-07-08,,,,,,,,,,,,,,,,0
IV9047,Won,2023-07-08,,,,,,,,,,,,,,,,0
IV9059,Won,2024-11-29,2024-11-13,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,4.0,2024.0,1
IV9087,Churned,2023-04-20,,,,,,,,,,,,,,,,0
IV9171,Won,2025-04-17,2025-04-02,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,7.0,2025.0,1
IV9304,Churned,2024-06-06,2024-05-10,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Desired to Cancel,Yes,3.0,2024.0,1
IV9764,Won,2025-03-18,2025-02-25,No,No,Yes,Yes,No,No,No,No,No,Yes,Renewed,No,2.0,2025.0,1
IW0233,Churned,2023-09-28,,,,,,,,,,,,,,,,0
IW0720,Won,2026-02-18,,,,,,,,,,,,,,,,0
IW0720,Won,2025-02-18,,,,,,,,,,,,,,,,0
IW0720,Won,2024-02-18,,,,,,,,,,,,,,,,0
IW0720,Won,2023-02-18,,,,,,,,,,,,,,,,0
IW1207,Won,2025-04-02,,,,,,,,,,,,,,,,0
IW1207,Won,2024-04-02,,,,,,,,,,,,,,,,0
IW1207,Won,2023-04-02,,,,,,,,,,,,,,,,0
IW1295,Won,2024-11-29,2024-11-05,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2024.0,1
IW1295,Won,2025-11-29,2025-11-07,No,No,No,No,No,No,No,No,No,No,Renewed,No,4.0,2025.0,1
IW1297,Churned,2023-09-06,,,,,,,,,,,,,,,,0
IW1301,Churned,2025-09-26,2025-09-02,Yes,Yes,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2025.0,1
IW1340,Won,2025-05-19,2025-04-23,No,No,Yes,Yes,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
IW1611,Won,2025-02-28,2025-02-07,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2025.0,1
IW1668,Won,2025-09-19,,,,,,,,,,,,,,,,0
IW1676,Won,2024-09-01,2024-08-05,No,No,No,Yes,No,No,No,No,No,No,Renewed,No,1.0,2024.0,1
IW1915,Won,2026-03-05,2026-02-06,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,1.0,2026.0,1
IW2030,Won,2025-04-14,,,,,,,,,,,,,,,,0
IW2030,Won,2024-04-14,,,,,,,,,,,,,,,,0
IW2030,Won,2023-04-14,,,,,,,,,,,,,,,,0
IW2154,Won,2025-10-15,2025-09-18,No,No,No,No,No,No,No,No,No,No,Not Discussed,No,2.0,2025.0,1
IW2632,Won,2026-02-20,2026-02-06,No,No,No,No,No,No,No,No,No,No,Renewed,No,3.0,2026.0,1
IW2854,Churned,2024-02-19,,,,,,,,,,,,,,,,0
IW2854,Won,2023-02-19,,,,,,,,,,,,,,,,0
IW2917,Won,2025-06-14,,,,,,,,,,,,,,,,0
IW2917,Won,2024-06-14,,,,,,,,,,,,,,,,0
IW2917,Won,2023-06-14,,,,,,,,,,,,,,,,0
IW3234,Won,2025-05-26,,,,,,,,,,,,,,,,0
IW3234,Won,2024-05-26,,,,,,,,,,,,,,,,0
IW3234,Won,2023-05-26,,,,,,,,,,,,,,,,0
IW3357,Churned,2024-03-22,,,,,,,,,,,,,,,,0
IW3357,Won,2023-03-22,,,,,,,,,,,,,,,,0
IW3538,Churned,2024-10-04,2024-09-09,Yes,No,Yes,No,No,No,No,No,No,No,Desired to Cancel,No,3.0,2024.0,1
IW3583,Won,2024-11-08,2024-10-21,No,No,No,No,No,No,Yes,No,No,No,Not Discussed,No,1.0,2024.0,1
IW3583,Won,2025-11-08,2025-10-13,No,No,No,No,No,No,No,No,No,No,Renewed,No,2.0,2025.0,1
